"C1T1_r1","C1T1_r10","C1T1_r2","C1T1_r3","C1T1_r4","C1T1_r5","C1T1_r6","C1T1_r7","C1T1_r8","C1T1_r9","C1T2_r1","C1T2_r10","C1T2_r2","C1T2_r3","C1T2_r4","C1T2_r5","C1T2_r6","C1T2_r7","C1T2_r8","C1T2_r9","C1T3_r1","C1T3_r10","C1T3_r2","C1T3_r3","C1T3_r4","C1T3_r5","C1T3_r6","C1T3_r7","C1T3_r8","C1T3_r9","C1T4_r1","C1T4_r10","C1T4_r2","C1T4_r3","C1T4_r4","C1T4_r5","C1T4_r6","C1T4_r7","C1T4_r8","C1T4_r9","C1T5_r1","C1T5_r10","C1T5_r2","C1T5_r3","C1T5_r4","C1T5_r5","C1T5_r6","C1T5_r7","C1T5_r8","C1T5_r9","C1T6_r1","C1T6_r10","C1T6_r2","C1T6_r3","C1T6_r4","C1T6_r5","C1T6_r6","C1T6_r7","C1T6_r8","C1T6_r9","C2T1_r1","C2T1_r10","C2T1_r2","C2T1_r3","C2T1_r4","C2T1_r5","C2T1_r6","C2T1_r7","C2T1_r8","C2T1_r9","C2T2_r1","C2T2_r10","C2T2_r2","C2T2_r3","C2T2_r4","C2T2_r5","C2T2_r6","C2T2_r7","C2T2_r8","C2T2_r9","C2T3_r1","C2T3_r10","C2T3_r2","C2T3_r3","C2T3_r4","C2T3_r5","C2T3_r6","C2T3_r7","C2T3_r8","C2T3_r9","C2T4_r1","C2T4_r10","C2T4_r2","C2T4_r3","C2T4_r4","C2T4_r5","C2T4_r6","C2T4_r7","C2T4_r8","C2T4_r9","C2T5_r1","C2T5_r10","C2T5_r2","C2T5_r3","C2T5_r4","C2T5_r5","C2T5_r6","C2T5_r7","C2T5_r8","C2T5_r9","C2T6_r1","C2T6_r10","C2T6_r2","C2T6_r3","C2T6_r4","C2T6_r5","C2T6_r6","C2T6_r7","C2T6_r8","C2T6_r9"
0,0,0,77,0,0,0,77,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,28,0,0,0,0,0,27,0,27,0,0,0,0,21,0,0,16,0,0,36,0,0,0,14,0,0,9,0,0,12,0,0,0,0,2,9,0,14,15,0,0,0,0,14,7,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,8,0,0,0,0,6,0,0,0,0,9,9,7,8,0,0,10,0,0,0,9,12,7,7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,63,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,0,26,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,10,0,8,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,44,36,0,0,0,0,0,0,0,0,24,0,39,0,0,0,36,0,0,0,22,0,20,10,0,12,24,0,0,0,13,0,0,13,0,9,0,0,0,0,0,0,0,0,0,2,3,11,8,0,5,0,0,0,0,7,11,0,4,0,14,0,0,0,0,11,0,0,0,0,0,0,13,10,8,2,0,0,0,0,0,7,20,0,0,0,0,0,6,8,0,0,15,0,0,0,12,0,0,6
0,0,0,91,0,0,0,0,0,0,0,0,0,36,0,0,24,90,0,0,24,40,0,0,0,16,0,48,0,0,0,39,0,0,15,0,33,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,9,17,0,0,14,13,12,0,10,8,0,8,0,0,0,12,0,0,13,11,0,13,0,0,0,7,0,0,0,0,0,14,0,0,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,49,0,0,21,49,0,0,91,0,30,48,66,0,84,0,54,0,0,0,0,44,0,0,0,28,56,0,40,0,0,15,0,51,0,0,48,0,0,0,0,8,0,0,0,22,18,0,0,0,0,12,0,14,0,0,0,0,0,0,12,0,8,5,0,11,0,0,0,0,9,0,0,11,0,12,0,0,0,0,7,0,0,11,0,12,0,0,0,0,0,0,0,11,0,13,9,0,0,6,11,0,0,14,0,19,0,0,0,0,7,0,0,8,0,16,0,0,0,0
0,0,63,49,0,0,0,0,0,63,0,0,60,0,0,0,0,18,0,0,0,40,0,44,0,0,0,0,0,0,0,0,0,12,39,0,0,0,0,0,20,0,0,20,24,0,0,0,0,0,15,0,0,0,6,0,0,0,0,0,15,0,0,12,12,0,0,0,0,0,12,0,0,0,14,0,0,0,0,0,17,8,0,16,11,0,0,0,0,0,9,5,8,15,13,0,0,0,0,11,0,0,0,6,5,0,0,0,9,0,9,0,0,0,11,0,6,0,0,5
0,70,0,0,0,0,98,0,0,0,0,90,0,0,0,54,0,0,0,0,0,36,0,0,0,0,0,0,0,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,13,0,9,0,11,0,0,4,9,4,10,0,8,0,14,0,8,8,11,0,7,0,0,8,15,0,0,13,0,0,9,0,0,0,14,0,0,0,0,9,9,0,0,0,18,0,0,11,0,10,0,0,0,0,0,0,0,0
0,0,0,126,84,0,0,0,84,0,0,42,72,54,48,84,0,0,24,0,0,12,52,36,48,72,0,0,56,0,0,27,33,0,21,48,0,0,18,48,16,0,10,0,0,0,16,0,0,0,0,0,0,0,8,11,9,0,9,0,6,9,0,0,0,11,0,0,0,0,0,0,11,0,0,15,0,0,0,0,10,6,13,0,0,13,0,0,0,9,0,0,14,11,9,7,0,0,0,11,0,0,9,9,7,13,0,0,0,11,0,10,16,11,0,14,0,7,0,9
0,56,0,0,0,0,63,0,0,0,0,0,48,0,0,0,78,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,16,0,32,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0,11,0,9,0,0,0,0,10,0,0,9,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,17,0,4,11,0,0,0,0,6,0,0,12,0,4,0,0,0,0,10,0
63,133,49,0,49,0,0,0,0,0,0,72,36,0,0,0,0,0,0,54,0,24,44,0,0,0,0,0,0,36,0,0,36,0,27,0,0,0,0,42,0,0,14,0,16,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,8,0,0,5,0,0,8,0,0,0,9,0,0,2,0,0,12,0,0,0,15,0,0,0,0,0,11,0,0,0,5,0,0,6,14,0,7,0,0,18,0,0,0,0,14,0,0,0,0,17,10
56,0,77,98,35,35,84,84,84,42,0,0,0,84,0,36,54,0,0,0,0,0,0,40,44,0,0,48,0,0,0,0,0,0,36,0,0,12,0,0,0,0,0,0,26,18,0,24,0,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,0,9,0,0,0,12,7,0,7,0,0,0,0,0,0,12,10,0,12,0,6,0,0,0,9,8,0,0,8,8,7,0,10,0,20,0,9,0,0,14,0,0,10,0,11,0,0,0,0,11,11,0,9,0,15,0
0,0,0,0,0,77,0,0,70,0,0,0,0,0,0,78,42,0,54,0,0,0,24,0,28,0,48,0,40,0,27,0,0,0,0,0,0,33,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,12,0,13,0,0,12,0,0,10,0,16,0,13,0,10,6,0,0,0,0,20,6,0,0,12,0,0,0,0,9,26,0,0,0,0,0,0,0,0,0
0,0,70,49,0,0,0,0,0,0,0,0,54,36,0,0,0,0,0,54,0,0,52,36,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,7,10,0,0,2,0,0,0,0,0,0,4,0,0,7,6,0,7,0,0,0,0,0,0,8,15,0,10,0,0,0,0,0,0,11,9,0,10
0,105,0,0,56,56,84,0,0,0,0,0,36,0,48,0,0,0,0,0,44,0,44,0,40,0,0,0,28,40,0,0,33,18,39,0,0,0,0,0,18,0,22,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,12,0,0,5,0,0,11,0,14,0,0,0,0,10,6,15,0,0,11,0,0,9,9,6,14,16,8,0,13,0,0,0,0,0,15,8,0,0,14,14,0,0,7,0,21,11,0,0,15,21,0,0,0,0,9,13,0,0,15,15,0,0
0,0,0,0,63,0,98,0,0,98,0,0,0,0,0,84,90,42,0,0,28,44,0,0,0,76,56,0,0,0,27,0,0,0,0,33,39,0,0,33,4,0,0,10,18,14,26,0,24,14,10,16,0,0,0,12,11,7,8,5,16,0,0,0,0,0,0,6,0,0,9,0,0,6,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,10,0,0,0,0,15,0,0,0,10,14,0,6,0,0,8,0,0,0,0,0,0,11,0,0,8,7,0,0,12
0,63,56,112,0,0,0,49,0,0,0,36,0,42,0,0,0,0,0,0,0,28,56,28,0,0,0,0,0,0,0,24,0,0,33,0,0,0,0,0,0,0,0,34,14,0,0,0,0,0,0,8,0,18,0,0,0,10,11,0,0,0,12,0,0,0,0,0,0,0,13,5,0,0,0,15,0,10,0,0,0,0,0,0,10,8,0,11,0,10,0,0,0,5,0,0,0,9,0,0,0,0,0,0,9,0,7,12,0,0,0,0,0,0,0,0,12,11,8,0
0,0,0,0,0,49,70,0,63,0,0,0,0,0,0,0,30,0,54,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,21,0,30,0,0,0,14,0,0,0,0,0,0,0,0,8,0,0,10,0,0,16,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,8,11,8,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,19,0,7,0,0,0,6,0,0,0,19,0,9,0,0
77,0,84,70,0,0,0,0,0,70,78,0,42,42,0,0,0,0,0,0,36,0,0,64,0,0,0,36,0,0,0,0,0,36,30,30,0,0,0,0,0,0,26,0,26,26,14,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,9,0,6,9,0,0,0,0,0,8,0,0,8,6,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,8,0,6,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,9
0,0,0,0,0,70,0,0,63,56,0,0,0,0,0,54,0,0,36,72,0,0,56,0,0,0,0,0,0,44,9,0,0,0,24,0,0,0,0,0,0,0,0,0,24,18,0,0,0,0,0,13,0,7,9,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,13,0,8,0,0,0,0,10,0,0,0,0,6,0,0,0,9,7,0,7,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,11
77,0,0,0,0,77,28,56,0,0,72,0,0,0,42,54,0,24,0,72,0,28,0,0,0,44,0,0,0,64,0,0,0,0,0,33,0,0,0,33,0,18,0,0,0,0,0,10,6,22,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,6,0,15,0,7,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,5,0,0,0,0,10,9
0,77,70,0,77,0,105,0,77,0,48,54,72,0,0,0,108,0,0,0,0,28,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,14,0,0,14,0,0,0,0,0,0,9,0,0,13,0,11,0,11,0,0,0,0,0,15,0,14,0,14,0,0,0,0,0,11,10,5,0,9,9,0,0,0,0,10,0,6,0,9,0,0,0,0,0,8,0,9,0,12,0,0,0,0,8,0,0,0,0,14,14,0,0,0,0,0
0,0,0,0,105,70,0,42,63,0,0,0,78,0,0,0,0,72,66,0,0,0,0,0,0,0,0,48,40,0,0,0,0,0,0,18,0,30,0,21,0,0,24,0,0,0,0,24,18,0,7,0,0,9,0,7,3,13,10,0,0,0,0,9,0,0,0,0,17,0,0,0,7,0,0,2,0,8,11,0,0,0,9,0,0,0,0,8,6,11,0,0,0,0,0,0,0,10,4,11,13,0,0,9,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,4
0,0,0,0,63,105,21,112,0,0,60,54,24,0,0,54,42,78,60,0,24,0,0,0,0,0,0,0,36,36,0,45,0,0,0,33,33,15,27,30,0,0,0,0,0,22,16,12,16,0,0,0,0,9,0,9,17,10,12,0,0,8,0,0,15,0,0,0,0,0,3,8,0,0,5,0,0,12,0,0,0,0,15,0,11,0,0,11,0,7,0,0,9,0,14,0,0,18,0,0,0,0,13,12,10,0,0,11,0,0,0,9,14,16,4,9,0,8,0,0
0,70,0,0,42,0,91,0,0,0,0,0,60,0,72,48,90,0,0,0,0,0,0,0,0,0,68,0,48,0,0,0,0,0,0,27,48,48,0,18,0,0,0,0,20,30,0,28,0,0,0,0,0,7,0,8,0,13,0,0,14,0,0,0,0,9,0,16,0,0,8,0,0,0,0,0,0,14,0,0,0,0,5,0,0,0,4,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,13,0,0,8,0,10,5,0,6,0,9,0,0,11,12,0,0
98,0,0,0,49,63,0,0,0,0,114,0,0,0,30,48,0,0,0,0,48,0,20,0,0,0,0,0,36,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,28,0,0,32,0,0,0,0,0,0,14,0,0,6,0,0,0,7,12,0,8,6,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,18,15,0,0,0,10,0,0,0,0,15,15,0,0,9,8,0,0,0,0,18,9,0,6,17,12,0,0,0,8,13,6,9,0,12,11,0,0
0,0,0,0,0,91,42,0,49,0,72,0,84,0,0,90,48,0,42,0,0,0,76,0,0,36,36,0,20,0,0,21,45,0,0,24,51,0,33,0,0,0,22,0,10,0,20,0,22,0,5,0,11,0,13,0,11,0,16,0,13,12,0,7,0,0,0,0,0,0,6,13,0,0,10,14,0,0,10,9,7,0,0,0,0,13,0,0,15,5,3,0,0,0,0,9,0,0,14,0,0,0,9,9,0,5,0,0,9,0,0,0,0,13,0,0,8,0,15,0
98,0,84,0,0,0,0,0,63,91,42,0,72,0,0,48,0,0,0,114,20,0,20,64,0,0,0,12,0,32,0,0,30,36,0,0,0,0,36,0,0,0,0,18,0,0,0,0,22,0,0,0,6,13,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,7,0,8,0,12,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
0,0,0,0,112,0,0,0,56,105,0,0,0,72,78,0,42,0,18,66,0,0,40,40,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,18,0,0,0,0,0,0,0,18,0,8,0,6,0,0,0,0,13,8,0,6,0,6,18,11,0,0,0,6,0,0,0,8,4,0,11,0,0,12,0,10,6,0,13,0,13,0,0,9,0,11,0,0,0,0,7,0,0,8,0,14,0,0,0,0,10,0,0,11,7,11,9,0,0,0,12,11,7,0,9
49,105,0,56,0,0,0,0,0,49,0,42,0,78,0,0,0,0,0,0,0,36,48,48,40,0,44,0,0,0,0,18,21,24,36,27,30,0,0,15,0,0,26,0,22,24,16,0,16,0,0,0,11,0,16,0,0,12,7,0,0,0,0,11,13,0,0,0,7,0,0,0,9,0,11,0,6,14,12,0,0,0,0,0,9,0,0,10,0,8,0,0,0,7,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,13,10,0,0,13,0,0,0,0,0,0
0,0,0,56,0,0,0,56,0,0,0,0,0,54,48,0,84,54,0,72,0,0,0,32,0,0,52,40,0,0,0,0,0,0,0,0,42,0,0,24,0,0,0,0,12,0,24,0,0,0,0,0,0,0,8,0,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,8,0
0,84,0,0,14,63,0,0,91,0,0,0,0,0,72,0,36,0,54,42,0,0,0,0,0,0,24,0,48,0,0,21,0,0,12,0,0,15,24,0,0,8,0,0,20,0,0,0,0,0,8,11,0,0,0,0,8,0,0,8,11,9,0,0,0,0,9,0,0,0,6,8,0,0,9,0,7,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,14,9,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,8,0,0,0,7,0,0,5
77,0,0,0,42,0,0,0,0,0,78,0,0,0,72,0,0,0,0,0,32,32,0,0,48,0,0,0,0,0,30,0,33,0,36,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,0,11,5,8,0,12,0,0,10,10,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,6,0,15,0,0,0,0,11,0,0,15,0,6,11
0,0,0,0,0,0,63,35,0,70,0,0,0,0,0,0,72,0,54,0,0,0,0,40,20,28,36,0,0,0,27,0,0,36,24,0,0,0,30,0,20,0,0,30,0,0,0,0,28,0,0,0,0,18,0,0,0,0,0,0,4,14,0,0,14,0,0,7,9,0,0,0,0,0,12,0,0,18,7,0,0,0,0,11,17,0,0,0,13,0,9,0,0,0,9,0,0,0,0,0,5,0,0,7,6,0,0,4,0,0,0,0,0,3,0,0,0,9,0,0
0,98,0,35,0,0,0,0,0,0,0,60,0,66,0,0,78,0,0,42,32,32,0,52,0,0,60,0,0,48,21,15,0,36,0,24,0,0,0,24,26,0,0,22,0,6,0,0,0,6,13,0,0,0,5,0,0,0,0,0,8,8,10,0,0,5,0,0,0,0,6,0,19,0,0,0,0,0,0,0,0,14,17,0,8,0,7,0,0,0,0,8,18,0,12,0,8,0,0,0,0,10,13,0,0,0,0,0,0,9,0,17,13,0,0,11,0,0,0,0
0,0,0,35,0,0,0,0,0,0,42,66,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,44,30,0,0,0,0,0,15,18,0,45,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,5,0,9,0,0,0,16,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,7,0,0,0,0,7,0,10,0,0,0,0,4,0,0,11,0,7,0,0,0,0,9,0,0,0,0
0,105,70,0,0,77,0,14,77,0,0,78,60,0,96,0,0,0,0,0,0,32,32,0,68,0,0,0,0,0,27,0,27,36,45,0,0,0,27,30,16,0,26,36,0,0,0,0,18,28,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,20,0,6,0,6,0,12,0,0,0,7,0,0,0,8,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,17,7
0,0,0,77,0,0,77,77,0,0,0,66,0,84,60,0,90,0,0,0,40,28,0,28,0,0,0,0,0,0,21,36,0,15,0,0,0,33,0,0,24,16,0,12,0,0,14,0,0,0,6,13,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,11,9,0,0,0,0,0,0,0,0,4,12,0,0,0,0,4,0,0,0,10,15,0,7,0,0,0,0,8,11,10,11,0,14,0,0,0,0,16,9,7,0,0,10,0,0,0,0,16,10
56,0,0,0,77,0,0,0,0,0,0,66,0,0,96,0,54,0,0,0,0,0,40,0,0,0,0,0,24,0,0,0,9,0,30,0,0,0,0,36,26,0,0,0,12,0,0,0,14,12,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,9,0,0,14,0,0,0,0,0,0,0,0,10,13,0,0,0,9,0,12,0,0,0,10,0,13,0,0,0,12,0,0,0,0,0,13,13,0,0,12,0,0,0,0,0,0,10,0,0,16,0,0,9,0
0,119,77,126,0,0,0,0,91,0,0,0,48,90,0,0,0,66,60,0,0,0,32,44,0,0,64,0,8,0,0,36,18,0,0,0,39,0,0,27,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0,0,11,0,0,21,9,0,13,0,0,14,0,6,0,0,8,0,13,0,0,11,14,0,0,0,11,0,11,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0
70,63,0,0,77,0,0,0,0,0,30,78,0,0,66,0,0,0,0,0,0,40,0,0,36,0,0,48,0,0,24,33,0,0,42,0,24,42,30,0,0,30,26,0,0,0,0,0,24,0,9,0,14,0,0,17,0,7,0,0,0,11,0,0,0,0,8,0,0,8,0,10,0,0,8,0,17,0,0,0,0,7,0,9,0,0,0,0,0,8,0,0,6,15,0,0,8,0,0,13,0,0,10,15,0,0,8,0,0,7,0,0,0,0,0,0,0,11,0,10
0,119,0,98,0,0,0,0,0,0,0,66,0,66,0,0,0,36,0,48,0,44,0,24,0,36,0,0,0,0,0,0,0,0,30,0,0,27,0,0,0,0,0,18,0,0,0,18,0,10,0,0,0,11,10,0,0,0,0,8,0,0,0,0,0,0,17,7,0,0,0,0,0,9,0,0,14,8,0,0,0,0,12,0,0,0,7,0,0,4,0,0,12,0,0,0,9,0,13,0,0,0,9,7,0,0,4,0,8,0,0,0,10,0,0,0,5,9,13,0
0,0,0,0,119,0,0,0,56,0,0,0,54,0,72,0,54,0,0,0,28,0,44,0,60,0,0,0,20,0,0,0,24,0,51,0,0,0,0,0,0,0,16,0,24,0,0,0,16,0,0,0,10,0,12,12,0,9,0,0,0,13,0,5,0,0,10,9,0,0,5,0,10,0,0,0,0,12,0,5,0,9,0,0,11,0,0,7,0,0,0,7,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,8,7,0,0,7,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,21,0,66,0,0,0,0,0,0,0,54,0,56,0,0,0,0,0,0,28,36,0,33,12,0,0,0,0,0,0,0,0,12,0,0,0,14,0,6,0,26,0,0,0,0,0,8,0,0,0,0,0,0,10,0,6,9,0,0,0,0,0,0,0,0,7,0,13,0,0,0,10,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,9,6,0,0,0,7,0,11,0,11,8,0,0,0,0,17,0,6,0,9,12,0,0,7
0,56,0,0,98,0,0,0,0,56,30,0,54,0,0,0,0,0,0,0,36,24,0,0,0,28,0,0,0,32,0,18,0,0,0,30,0,0,0,42,14,28,0,0,0,12,0,0,0,0,0,14,8,0,10,0,0,0,0,0,0,0,0,0,0,7,14,0,4,8,7,0,13,0,12,0,7,0,8,16,10,3,0,0,0,9,10,0,11,12,9,0,0,11,5,0,0,0,10,0,0,0,0,0,9,0,0,0,8,0,0,0,7,0,10,0,0,0,0,0
0,0,0,0,42,98,0,70,0,70,66,0,0,0,0,0,36,48,0,84,0,0,0,32,0,40,0,24,28,44,0,0,0,0,0,12,0,30,0,39,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,8,9,0,0,7,0,0,0,9,0,0,0,0,11,0,0,0,10,7,0,0,0,0,14,0,0,0,10,15,11,9,0,0,0,0,0,0,12,12,0,0,0,14,0,0,0,7,0,10,11,12,0,19
0,0,0,0,0,0,0,56,84,0,0,0,0,0,0,0,36,0,72,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,0,0,0,12,0,0,0,10,0,5,6,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,5,0,10,0,0,0,9,0,0,0,0,8,11,0,0,0,3,0,0,7,0,7,0,0,0,8,0,0,0,0,10,10,10,0,0,0,0,11,0,4,5,0,0,0,0,0,0,12,0,0,0
0,84,56,0,0,0,0,84,91,0,0,0,0,18,0,0,0,42,72,0,0,0,0,0,0,60,0,0,0,0,27,0,0,0,0,36,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,20,12,0,0,0,0,8,0,0,0,20,13,7,0,0,8,0,0,0,0,14,13,15,0,0,0,10,0,0,0,0,14,12,0,15,0,0,0,0,0,11,0,20,10,9,0
98,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,40,0,0,0,0,56,0,0,0,0,0,0,0,0,0,42,0,0,0,0,26,0,0,0,0,12,0,0,22,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,12,0,11,0,9,0,0,11,0,0,18,0,0,0,11,0,0,18,0,0,13,0,0,0,15,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,11,14,9,0,0,0,0
0,0,119,0,0,0,0,35,42,49,48,0,78,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,32,0,0,33,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,4,0,13,0,0,0,0,0,0,8,0,0,10,0,12,0,0,0,0,13,7,11,17,11,6,11,0,0,0,13,0,12,2,0,0,12,6,0,0,0,8,0,0,7,0,15,7,0,0,0,0,0,0,0,0,17,16,0,0,0,12,0
42,0,0,0,0,0,0,0,63,0,0,0,0,0,66,0,0,48,0,0,0,0,0,0,0,44,28,0,0,0,0,33,0,0,36,0,36,0,18,0,0,20,24,0,22,0,0,0,0,0,0,12,11,0,0,0,0,0,0,9,0,0,0,0,0,9,0,13,12,0,0,0,0,0,0,10,0,11,12,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,11,12,11,0,8,4,0,0,0,19,14,9,0,4,10,11,13,9,0,7,14,11,0,8
0,0,0,77,0,0,0,0,0,0,0,0,0,60,0,0,78,0,0,72,0,0,48,0,0,0,24,0,0,44,0,24,21,24,0,0,0,0,0,57,0,24,0,0,0,0,0,0,0,14,0,16,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,7,0,0,0,11,0,0,0,0,0,10,0,0,0,0,8,0,0,10,0,5,0,4,0,0,0,0,13,6,0,6,0,0,0,0,7,0,8,0,0,7
0,77,0,0,0,77,0,42,84,0,0,0,0,0,72,0,78,18,0,0,0,0,0,0,48,0,48,36,0,0,0,18,0,0,39,0,45,0,39,0,0,0,0,0,0,0,34,22,28,0,0,0,0,0,6,0,0,0,11,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,3,0,0,0,0,11,0
0,0,49,0,0,0,70,0,0,0,36,0,0,0,24,36,66,0,42,0,36,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,16,0,0,0,14,0,0,0,9,0,9,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,9,0,0,0,0,0,11,0,7,0,0,0,0,7,0,0,13,0,0,0,0,0,0,6,0,0,13,0,0,0,13,0,0,0
70,0,0,63,0,0,0,0,0,0,90,0,0,78,0,72,42,0,0,0,68,0,0,68,0,0,0,0,12,48,18,0,0,45,0,0,0,27,18,18,0,28,0,32,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,9,12,0,0,0,0,0,8,0,0,0,7,0,0
